lable,name
1,peaceful°菇凉	peaceful°骚年
1,丶y1种思念灬穿越时空。
1,再漂亮也比不过小三风骚
1,永不毕业的友谊″
1,娜姐终于回来了噢耶
1,张阳阳你好帅
1,娶个LOL萌妹子做老婆
1,没有娜姐的快本	没有左立的快男
1,白富美爱上了穷丑黑
1,情绪控
1,┈┾敷衍的曖昧你不配
1,尸体死了。
1,我是我情人
1,透过裙子闻到一股骚味
1,-  富士康一样的脸庞°
1,&#1161; 加载中...
1,请一张杰地读
1,吴世勋丶是我梦幻般理想型
1,℡莫欺少年木有媳
1,男人不喜欢女人太廋	女人不喜欢男人太廋
1,と姐  wo  拽出个性
1,我是软妹@
1,Krisじ嗨爆全城ミ
1,XIU MIN 伪忙内的大哥心
1,半岛旧情.Hr2u°	余温重顾.Hr2u°
1,·暑假哥哥没玩够@
1,追求简单的小幸福(▲)	追求平凡的小生活(▲)
1,♂垨護①笙♀
1,爱人不忠
1,0verGeame丶无可	0verGeame丶奈何
1,七年择夏槿凉安-
1,ゞ溟落&#10084;情殇↙
1,老子用嘴吹死你逼
1,毁梦丶菇凉暖了心	造梦丶少年凉了海
1,主席夸我帅
1,人不在相貌フ能出门就行
1,女汉子输给了装逼的萌妹子
1,# 开学左边学霸右边帅哥
1,我是满口草泥马的好姑娘=
1,不喜欢穿校服的帅哥美女粉
1,当初、只对我一个人开放@	现在、只对我一个人限制@
1,许我丶七日暖
1,了不起的我爱上了不起的你
1,我愿意拿班主任换空调
1,笑眼 @
1,柒指by|灬流年
1,血染的蔷薇び你伤不起
1,猥琐的爱你
1,放手一坨大便表示我的不屑
1,痛经和月经是闪婚族。
1,①蓶嗳①③呮
1,感情淡了不会放盐么
1,她入他心、毁我心
1,鉨ぞ少他妈给脸不要脸
1,那女孩真帅、
1,心底记忆、
1,在泪光里笑着流泪的自己，
1,我一個人也狠好(╯□╰）
1,"我们见面了,你也要想我。"
1,找個人演一場、情侶對角戲
1,心底故人、
1,♚　　　　 恏
1,美国超人有裤衩
1,人敌不过现实。
1,以愛の詺①諠誧
1,EXO∮行星饭的行星团
1,裘球	辜战
1,〆﹏90後」梦╯
1,你太扎眼
1,只是ぃ听说么。
1,◆◣你惹不起的婊子◥
1,媳妇说的话就是圣旨。
1,[ 好姑娘横起走 ]
1,总是对最亲密的人说你去死
1,我的、高姿态，你没有！
1,盼望希望失望绝望无望。
1,九月的前奏、
1,菇凉拿命爱左立。
1,阳阳，晨宇，好哇塞
1,ζ&#1927;&#3667;愛雯&#9825;ζ&#3633;&#865;&#1927;
1,爱上了我铁子，
1,我爱帆布鞋。
1,﹏檰錵糖※
1,＂陌、微凉ゝ
1,女人不要有身体混社会
1,べ 毁心
1,夏七夕
1,在你的葬礼唱你快回来
1,胸出没@
1,入住我心@
1,我的恶魔，请你不要离开我
1,以貌娶人&deg;
1,我爱过那&#710;&#710;张爱笑的脸﹠
1,女人不拽、注定被甩
1,ζއއއޓ旧城
1,敢爱敢恨敢放弃
1,雨后的淋漓谁在痛？
1,若我回头、你还在不在。
1,Bitch own days      #
1,感冒@
1,刺心°　　Promise
1,っ叼煙訴あ寂寞&#10165;
1,゛至死不渝，特么滚蛋╮
1,&#8880;你一已成仙&#8881;
1,お烟↑肺あ你↑心&#10084;
1,闺蜜你和我老公真配
1,暖昧乱人心 〆	魅惑乱人心 〆
1,那些哖，涐扪①起縋のEXO
1,爱情? 打包回去慢慢吃、
1,我犯贱不放手
1,V神＿娜姐最帅
1,爱 咳 嗽 里 小 萌 鹿 ╮
1,△心脏，到底有多脏
1,你敢脱裤子，我就敢操
1,在校冒生命危险留长指甲°
1,：■□黑眼线美的绝望
1,EXO-M
1,唇枪AK89	舌战AK89
1,新鲜感过后。就剩敷衍了
1,是凶是兆是胸罩°
1,我待长发腰及谁娶我?
1,不凡亦不凡
1,- 海不曾怀疑天的蓝	- 天不曾怀疑海的深
1,谁看到幸福了吗？我正找它
1,璎埖樹芐★哋**嬡戀
1,NO.1
1,捅我一刀看我疼得有多妖娆
1,世界最后一个傻子
1,"。小火柴,来盒女孩°"
1,情已出售、请勿靠近
1,七世夫妻
1,有一种城堡叫幻城
1,有得必有失~却要对不起你
1,你的唇有她的味道 脏
1,弥猫深巷心如荒岛囚我终老	璃鱼浅戈亡魂溺海止于终老
1,仰望天空、上面挂着我的笑
1,lol你又拆散多少情侣@
1,单眼皮菇凉也是美人 、
1,迪加终是曼-淑女不是范儿
1,荒城°	凉心°
1,三分打扮    。	七分长相    。
1,♔   forced smile
1,尼玛的初三的打我初一第牛
1,￣谁卑微了承诺、、
1,Because of you丶吴世勋
1,爱过&#9825;⌒恨过&#9829;
1,写作业都能嗨到爆！
1,咬一口黄瓜，他居然看我
1,我们爱上学只是不爱上课，
1,在家乖乖女、在外女子汉
1,不睡了，觉醒了。
1,小三，管好你那爱劈的腿
1,╰深白色。萌萌小忙内づ
1,读了三天书被开除了
1,-贱人不贱渐渐贱°
1,╭ァ 骨子里的傲气
1,摸过闺蜜胸的是女汉子。
1,Maybe、我很任性°
1,有生之年余生不变。
1,就是想让你死，你知不知道
1,没有小燕子的暑假不完整	没有谢娜的大本营不快乐
1,毇莪洳哬さ、、
1,-闺蜜你是个煞笔
1,男闺蜜+女闺蜜=恋人
1,〃如果爱丶就推到▍丶
1,胸大不是天生滴就是揉大的
1,药药切克闹抗忙北鼻来抱抱
1,没有你 、我还是我
1,黑色是最极致的奢华	白色是最彻底的完美
1,背对背怎么拥抱
1,°_巷子里的萌城少年
1,▁无妻〓徒刑▁
1,你追捧的 ゛EXO
1,从此、我们形同陌路
1,平胸女没什么大不了
1,の&rarr;&omega;囧゛
1,"I MISS U ,You know ？"
1,つ何苦自编自演自欺欺人
1,天都黑了〆
1,哏莪拽々伱囨蓜
1,孤港里的猫愿 -	闹巷里的树语 -
1,无厘头的小情绪
1,不坚强，等着被嫌弃么？
1,没心没肺；亦不懂温柔体贴
1,&zeta;&#3633;&#865;&#1939;&#1927;&#1927;&#1927; 薄纱
1,蓝鲸小镇少年与海@	时光深巷少女与猫@
1,↘黑暗里找不到你的影子
1,单身菇凉独自嗨°
1,都是小老师装什么大校长*
1,心脏到底有多脏
1,箜琺↘℡┮
1,Still＾高傲旳曼陀罗
1,丢了少年失了心，，
1,女汉子们在哪里
1,初秋过后，你不要我了。
1,权志龙、快到我碗里来
1,SU HO、谱一段绮丽的青春
1,张艺兴、爱爆料的假淡定哥
1,学校•﹏•我们的监狱。
1,不单纯却干净的姑娘吼下。
1,&amp;马尾辫的女生注定称霸&amp;
1,MM、妳那膜還在嗎？
1,“V”是胜利么
1,灿灿°单纯的懵懂mmづ
1,背叛的光阴熄灭了爱情。
1,现实、我败给你了
1,海是永变不成白的蓝
1,baby 恋殇*
1,珉珉°可爱的童颜mmづ
1,521+365=886
1,じ☆ve角落里哋暗殇灬
1,怎么爱我你怕了么*
1,情若能自控心定不会痛 *
1,哥哥·你老婆找我玩！
1,情话、多动听﹏
1,心狠@
1,去尼玛的爱情、、
1,我没她温柔他没我真心
1,勋勋°萌萌小忙内mmづ
1,321数完了我就会回来，
1,明眸°　Sunshine	浅笑°　Sunshine
1,二也是一种气质。
1,心非柠檬、为何酸楚	心非芥末、为何辛辣
1,时光取名叫无心。
1,气质小男人
1,我说我爱你你说你爱他#
1,Me丶丨小笨蛋丨灬
1,自作多情的永远是我#
1,敢问谁的青春未被狗吃。
1,勋爱人@
1,你妹的，哥独特的愛怎样？
1,半颗糖╮甜到伤
1,无缘无故发牢骚。
1,老婆ヽ我只吃饭不洗碗	老公ヽ我只洗碗不吃饭
1,低调是最牛b的‘炫耀’
1,好多鱼，我多余
1,盗版爱人。
1,今年流行、自作多情
1,17岁的骄傲在哪里，
1,◆◇▁殤&zeta;&#3633;&#865;&#1939;&#1927;&#1927;&#1927;情
1,放肆温柔ゆ
1,&amp;raquo;＞EXO丶非你们不嫁
1,橙橙°完美音线男mmづ
1,我与孤独重归于好
1,虛偽ゞ詮釋了黑夜の繁華
1,Emotional°小吃货
1,大爱欧豪不解释
1,″ 当初都说天长地久	″ 现在你说不如分手
1,韩力灬小飞贼	齐飞灬小飞侠
1,许仙是女的，
1,耐你▲唯一↗抉择
1,■萨拉丶EXO°
1,-久而舊之╮。
1,雪舞，不要死
1,我是淑女【恐龙妹】、
1,小三，回家喝你大姨妈去。
1,心向张阳阳、
1,爱 囚 っ
1,有酒窝的菇凉很可爱、
1,奇怪，我不懂爱
1,[ 北葵向暖]	[ 南栀倾寒]
1,唯ぃ一世
1,开开°腹黑肩永在mmづ
1,唯唯唯唯唯爱EXO－M°
1,一朵大奇葩。
1,我想生你气，但我没权力。
1,▒你是否心疼过我的执着	▒你是否心疼过我的坚持
1,♚       瘠薄、
1,℡钟情、倪怖懂
1,本宫不死你终究是妾	本王不死你终究是臣
1,谁说女子不如男ヽ
1,鹿小晗你是我的妻哈哈哈*	吴小勋你是我的夫哈哈哈*
1,|▍ 自嘲旳笑丶比不上心疼
1,为什么各种跟风说谢娜的
1,三年后到你坟前铺红花#
1,老淫坐小鸡
1,我和你疯了累了散了拜拜了	你和她滚吧吻吧爱吧去死吧
1,穿过瞳孔的那些做作ゝ
1,我真的真的好爱好爱他~
1,枪口上的爱恋&amp;	你被我射中了。
1,一到暑假全是西游记
1,不爱穿裙子的姑娘、
1,"EXO !@,"
1,被逼无赖回家吃饭℡
1,プ 心软是病。*	プ 深情是命。*
1,爱久见人心づ
1,听华晨宇的故事我会感动@
1,坚持到底的人不需要观众
1,我懒到连心里的人都不想换
1,我非柠檬为何心酸。	我非薄荷为何心凉。
1,孤独患者
1,摸过闺蜜的胸＊
1,№誰、难道是Ta
1,好男人不止曾小贤	女王范不止胡一菲
1,╰つ゛少特么滴敷衍劳资°
1,发丝凌乱有你看不见的悲伤
1,我是单身 我怕谁？？？
1,待我牙齿掉光你还嫁我吗@
1,走自己的路 让傻逼去说吧
1,西湖、断桥、守望う
1,你属于他、w	我属于谁、z
1,姑娘敢问你是如花村来的？
1,゛◇、_保持微笑ゞ	゛◇、_继续骄傲ゞ
1,贵人多忘事-	贱人多矫情-
1,EXO，你勾走了我的心
1,那叫范
1,╄→呦塞、先生，看上伱喽	╄→呦塞、小姐，爱上祢呦
1,你若爱我怎会让我独自一人
1,//EXO°丶 ni们在心口|
1,嗯哼嗯哼蹦擦擦
1,誓言？过期了
1,红了床单只是在炫耀激情、
1,&#10047;茹菓可以り许我一个未来
1,鲁滨逊靠打飞机打发时间
1,无可替代的爱へEXO
1,脸上点点点点的悲哀  /
1,泪洒天堂丶
1,[相公我闺蜜有了你的娃@]
1,はちぉ欧巴はち别欺负我タ
1,长长长长的大街和永远ぅ	短短短短的小巷和瞬间ぅ
1,创可贴贴住的只是表面°	威士忌麻醉的只是躯体°
1,絗忆爱恋de伱
1,姐厭適  肮賍の迣鎅
1,力挺阳阳@
1,唐僧的肉真好吃，甜而不腻
1,你是我触摸不到的幸福
1,郑儿好可恶
1,ゅ其实太阳是我搓圆旳丶
1,我 ’Ling若辰
1,℡ 差不多先生。
1,菊部地区有姨妈丶
1,东京的思念在巴黎延续
1,诶呦~~不错呦~
1,十九处男不丢人。
1,/﹏三人行，必有奸情。
1,空间-——
1,我希望我爱你不等于我碍你
1,绵绵°窒息的温柔mmづ
1,闺蜜和男朋友撞衫了
1,白色的記憶被黑色侵蝕╰
1,顾里	顾源
1,骗我好吗？说“你爱我”
1,Mr.circle
1,闷被里玩手机的滋味谁知道
1,有爱必有恨_
1,苦逼初三党!
1,我肮脏我龌龊我没你会装-
1,歪歪爽到爆丶
1,[熊大俺要吃蜂蜜	熊二俺给你去找]
1,闺蜜变小三。
1,掐指一算，你俩准散
1,我并非公主为何期待王子
1,=    天凉了雨下了你走了
1,不自觉的滥情
1,哥哥 也有大姨媽っ
1,✎_菇凉、匢念匢贱
1,高跟鞋的温柔
1,某先生，lloveyon。	某小姐，lloveyoutoo。
1,女生最大的情敌是游戏@
1,小时候以为接吻可以怀孕
1,聪捷硬汉@	健忘软妹@
1,ㄟ笑着讽刺你所谓的专情゛
1,我爱的那个骚年°	我爱的那个菇凉°
1,吴世勋  你是我的命
1,小氣灬鬼メ
1,______时光机ヾ
1,你演累了吗？我眼累了.
1,♫___、Dream*少年。
1,℡青春流年▼
1,老师我的作业在路上被抢了
1,一个人也可以很好
1,良心良心凉的是心°	凉晴凉晴凉的是情°
1,*            XOXO、
1,卑微的爱情假的那么真实
1,嘟嘟°深深的眷恋 mmづ
1,喝饮料会咬管子的姑娘
1,我爱你、可是你呢？
1,EXO-K
1,那是我不要的。
1,伱说伱爱硪丶但没说只爱硪
1,痛经如此多娇让姐们痛断腰
1,全世界按个wifi多好，
1,末代情人、
1,老公，我出轨了。
1,开学穿起了大众情侣衫@
1,莪和法海都不懂爱。
1,女汉子@	男软蛋@
1,你和她滚床单滚得嗨吗
1,-情若能控℃	-忆若能止℃
1,╃─傷の一絲不剩
1,帮女生绑头发的男生最可爱
1,我爱的那个少年笑起来很美
1,- 弃与守
1,枯叶蝶
1,爱小白的姑娘我看看@
1,万人追不如一人疼*
1,王晶于正口水战那个狠呀！
1,暒暒+仴煷=液脕
1,小情绪*	小思绪/
1,某个心跳@
1,J、、、8
1,香烟美酒丶Sorrow	胭脂水粉丶Breeze
1,昨天梦见学校实验室爆炸了
1,别踏玛德惦记我
1,懵懵懂懂。小青春づ
1,待我白发满头后你在否
1,&amp;       安于现状
1,挚爱LUHANづ
1,他入她心〆毁我心
1,远处的你。伤锈了我的心°
1,宫崎骏说让我当主角
1,๓₯你似梦魇
1,黒白旳記憶丶殘破旳墻捔∞
1,请新娘新郎交换qq密码!
1,Amor °心若相依‹☆³	Amor °命若相惜‹☆³
1,老师叫我。低调点
1,意外怀孕怎么办。	打掉孩子继续干。
1,毁梦少女亡命心海
1,你是疯儿，我是啥？
1,离沐倾城丶
1,单身吼起
1,/baby|灬爱
1,隐身-ing.
1,じ沉默，无言语对ミ↗
1,祢和她滾吧愛吧吻吧做吧
1,夜丶深人不静
1,曾经在我眼前 却又消失不见
1,愚人节是表白的最好时机
1,枯岛亡心.
1,散了就算了，
1,想起小时候光着屁股就浪漫
1,校服是最美的情侣装
1,对不起丶没关系
1,分隔两地又如何	远远相爱就好了
1,天天打仗的男生心最软@
1,分裂状态。
1,满嘴脏话的女生最心软@
1,有些歌不是因为好听才听.
1,◇◆格子、塗個的夏天
1,゛别让心再度沦陷
1,忘掉你忘掉的那种忘掉∠
1,亲爱的你用立白把你漂白么
1,［ ▼ 吢麻ホ，ー身罪孽.
1,女汉子也是从软妹子走来的
1,国产好菇凉℃
1,南妖-	北骚-
1,爱我如何？
1,至今单身的甩个
1,你身上有她的香水味
1,愛゜就是愛、戒卟掉	心゜就是心、移卟動
1,他们都老了吧，我还在想念
1,✖ ″ 造梦先生°　　ち.
1,深情马子各种媚。	霸气凯子万人迷。
1,鹿晗，你素我的宝贝	世勋，你素我的命啊
1,説好Ъù分手
1,不朽的少年有着放肆的梦丶
1,等囨懓尓dě時候
1,原谅我没勇气对你说谎*
1,你马子美么骚么贱么爱你么
1,╰最后还是不欢而散つ
1,你的海誓山盟死哪里去了、
1,别扭屁股和小腰 真的好骚
1,花海∮物语
1,空格。
1,〓  许嵩控 &#9829; Eternity°
1,怪我太认真
1,小偏执 温城少年°
1,时光怎会老、我们终会散
1,吴笨笨↗只想陪你飞⋌
1,全世界按个wif
1,心如刀绞、
1,王小懒、
1,打包一份吴年糕〃
1,不是所有人都叫陈冠希。。
1,有没有比闷骚还闷骚的男人
1,嘿、黑不过人心
1,姑苏城外的钟声╮
1,闷骚才是真骚 °
1,*   独自一人。
1,爱阳阳的姑娘我看看@
1,鞋纸虽美，但不合脚ㄋ〞
1,闹够了没有闹够了就继续爱
1,蓝忧&quot;~&quot;冰殇
1,哟切克闹，我说贱人你说到
1,脏话是女汉子的保护色@
1,乱了夏末蓝了海mr/°	伤了初冬白了城or/°
1,&zeta;&#3633;&#865;&#1939;&#1927;&#1927;&#1927;&#3667;菇凉范二
1,爱火星弟弟的菇凉们吼一声
1,何苦自导自演自欺欺人丶
1,大大大怪将军#	小小小怪队长#
1,づ浑浑噩噩の小生活
1,-女人无情便是王
1,被人追过的美妞帅比在哪？
1,′带上耳机╰聆听这世界り
1,铅笔画再美、终没有色彩
1,作业我不值得拥有、
1,☆偷心~♀BaBy
1,good    爱人。
1,°interment（埋葬）
1,&middot; :惟吾德馨&middot; :
1,我的那个他成了他的他﹡`
1,有一种背叛叫璀璨人生。
1,待我秀发及腰你咔嚓一刀
1,张杰把你媳妇交出来
1,都是水何必装纯@
1,= =   双眼皮	- -     单眼皮
1,╘萌°櫻嬈╛
1,小时穿过麻麻高跟鞋的出来
1,[　　　瑹歌　　　]
1,17岁了还尼玛不让谈对象
1,丶农村人ヾ引领潮流、
1,相信你我还真是傻得可怜、
1,小孩谈恋爱丶大人别插手
1,这个年代浮夸了谁的素颜
1,对面小姐们美不美？
1,你走了、以后叫谁煞笔、
1,请答应我的告白
1,晨宇你最棒
1,看老子开心你特么闹心啊。
1,我媳妇追我兄弟说试探我。
1,若凌° Provence -
1,男人不懂月经有多苦
1,现在流行闺蜜变小三。
1,&#9834;你若化成风我幻华晨宇﹌
1,戒菸、戒酒、戒了妳
1,十字架的殇°谁懂
1,我的苦你不知道就别说你苦
1,浴室撒泼	厕所嗨歌
1,Just you°鹿晗
1,说爱我的时候问候心脏了么
1,凡凡°半萌半妖媚mmづ
1,激情破处之时你却大喊@
1,回忆终将是回忆，无须留恋
1,ミ﹏失 宠。
1,自欺。欺人、被人欺
1,ヒ─━═昔吡&epsilon;
1,我麻麻说不让我起太长的网
1,几天后又要去学校装老大了
1,康师傅就内么值得泡。。。
1,失控-　　　 Tende
1,傻子有傻子的生活、
1,Jar of love[刺激的爱]
1,-情以何堪
1,爱我别走@
1,[心如荒岛]	[囚我终老]
1,纬度@
1,寂寞的夜、与谁K歌
1,听说海能吞掉鱼的眼泪
1,长发及腰你要演贞子么
1,伴我多久@	伴你到死@
1,你马子狠多你马子狠美@
1,多少听过预谋
1,▲犯二小青年▲
1,当年的金锁已经成了范爷
1,㎜乖乖勋鹿ヽ
1,波霸姐 @
1,幸福滴女纸、胸太平
1,干ヵ掉妃子我就是皇后━
1,天♂&#10084;*真↙
1,喜欢跷二郎腿的女汉子@
1,深情似海诋毁不过时光蹉跎
1,℡婊子ぺ笑妓女╮
1,虚情、你说你不爱假意、
1,我男朋友的女朋友是我闺蜜
1,我需要你教我什么是爱__
1,哥滴跩丶鉨唔发偷窃灬
1,用力旳伪装	才不会受伤
1,不吃早饭上学是被学校逼的
1,シ假的太真灬
1,你说爱他我心凉。
1,我非薄荷为何心凉°	我非柠檬为何心酸°
1,你永遠不懂俄傷悲 /*	你永遠不懂俄傷悲 /*
1,这个夏天流行闺蜜抢男友
1,你当你是唐僧妖妖抢啊
1,风吹裤衩蛋凉凉╮
1,少年敢不敢玩心。
1,゛没妳世界依旧还在
1,你若安好，那还了得、
1,T恤牛仔帆布鞋一样混社会
1,今年流行①种叫华晨宇的病
1,╰本宫'判你无妻徒刑╯
1,难瘦°
1,浮生丶青春不犯贱枉为骚年
1,青春。
1,面带敏君丶
1,μ   霸爷们o
1,ヤ____.刪除ωǒ鈊゛
1,№☆″說好不回憶	№☆″說好不忘記
1,无鹿无爱\* exo*lu晗。
1,冰冷的街角、无力的瑟缩
1,湿心情兽中禽兽丶
1,也许....
1,快给我到碗里去、	你先到我碗里来、
1,万人追不如一人疼，
1,喜欢LOL的帅哥粉起
1,喜欢一个人蹲下哭丶
1,萌萌快站起来。
1,﹄吢﹄億↘真儺俅
1,剪完头发就后悔@
1,┏╄─妳、好狠
1,dilicious exo@
1,女人太美只是祸水	男人太帅只是祸害
1,不得不说时间让我厌倦了゛
1,弥猫深巷心如荒岛囚我终老
1,caoう你算个what
1,LOL就是少年们的媳妇
1,℡姐°不可侵犯的神彡
1,小三 ，管好你那爱劈的腿
1,痴心男神
1,﹏逢场作戏°	﹏演技超群°
1,打耳洞关学校毛事又不它痛
1,女神和傻子，，	男神和女汉子，，
1,爱上你是我情非得已、
1,梦、
1,穷不穷你别怂 ;
1,ㄣ记不清，你dê无理取闹ぺ
1,蚊子、表飞了，看我超度你
1,→沬宬姩の騷姩←
1,死后在我坟前弄个wifi
1,把女生当衣服的都是孙子@
1,&#9826; &clubs; &#9828; &hearts; 赌圣
1,LOL玩过提姆的粉起
1,小时候披条被单咱就是公主
1,₯㎕
1,"自撸,"
1,⊙﹏⊙爱妃，别离开我
1,心凉凉心 7cm‘	心安安心 7cm’
1,有多少真心喂过狗@粉个
1,苦逼的初三党&lt;(‵^′)&gt;
1,涐怕涐の臉☆脏ㄋ伱の眼
1,ヴ菇凉我是纯爷们°
1,会骂人的孩子未必是坏孩子	不骂人的孩子未必是好孩子
1,你在哪里说爱我。╮
1,人在做丶天在看
1,念念念念”念不忘ベ
1,繁华，孤独的最高境界
1,你不懂愛ミ卻懂傷害
1,从未想过，爱心酸
1,&#10047;亵渎&#9787;你心中的女神&#9825;
1,今年流行闺蜜不流行小三
1,我知道啊，你不爱我，对吧
1,别人牵手，我牵狗。
1,今年流行、闺蜜抢男友.
1,好巧、兄弟和女友穿了情侣
1,爱你不如爱自己
1,向你借一个胆づ
1,学校里玩手机就是不踏实
1,开学了我们都要滚回学校了
1,穿着校服逛酒吧º 背着书包闯天下º
1,茶沫子丶
1,娜姐你再不回我们就暴走了	杰哥你速度快让娜姐回来吧
1,我们的爱三姑六婆都知道、	我们的情四叔七舅都晓得、
1,疼〆只有自己知道〥	苦〆只有自己忍着〥
1,我做什么都是想引起你注意
1,ペ此去經年ジ固執思念	ペ兜兜轉轉ジ無奈錯過
1,抹去那一片耀眼辉煌
1,分手│是伱给的快乐
1,好姑凉，中国造
1,知道是人渣，还是会爱他@
1,为了【混蛋】掏心掏肺
1,幸福，有点甜
1,〆从此、一切空白っ
1,无爱一身轻゛
1,sorry~我想我应该放手了
1,怎么优雅@
1,ジ爷丶狠拽彡
1,《小心的#拥护你》
1,︶ε╰ 跟屁蟲
1,小碎步给我跺起来.
1,行星爱人°
1,花花衬衫丶短腿裤
1,『记忆』在绝望中淡忘
1,班主任就是容嬷嬷的替身@
1,等你、知道吗	爱你、知道吗
1,@               老夫子
1,゛綄镁の爱	゛綄镁の恋
1,〃安息吧丶小婊子▍丶
1,〃最终゛Ａn還是選擇〃祂
1,ミ乱了骚年蓝了海ゾ
1,硪 鈈 洅 噯 鉨 、
1,▓&#9758;參岎情θ柒岎愛&#9756;▓
1,我愿你是时光盗不走的爱人
1,菇凉我们最坚强灬不哭
1,大姨妈治口臭
1,—韩国欧吧如此多娇	—引中国mm竟折腰
1,看过兰陵王叫起#
1,·浅浅*傻/、
1,誓 把 红 颜 当 成 命
1,﹎ゞ別以爲 自己素凹凸曼
1,@迪迦奥特曼
1,︶ㄣ萆嶶旒姩，僾鉨宬殤
1,"扯淡的爱情,能有几份真？"
1,哭着分手，不如笑着离开。
1,不喜欢我，是病，得治
1,爱自己、没情敌
1,偶·~滴，专属耐
1,你和他的戏、都看在眼里
1,&#8482;╭想』Tai『哆丶
1,时间留真人@
1,好巧，闺蜜和男友撞衫了
1,英雄路
1,B52° Cnst - 回忆者
1,独活！
1,ヾ 學长
1,给你讲个鬼故事它叫开学了
1,独品゛
1,此城禁区，
1,教室如同监狱〤
1,你们永远在我心里＊EXO
1,周国皇后你咋就那么痴情	齐国皇后你咋就那么虚情
1,小时候我们光着身子最性感
1,莪芣想湜個過愙
1,独自对着电话说我爱你
1,他羙囮妳孒ぷ醜囮孒自己
1,骑着小猪℡丶逛花园
1,私奔的缩写是SB @
1,敢踢男人命根子才是女汉子
1,mmm°EXO  我们是一体的゛
1,又要穿校服了，讨厌啊
1,原谅我演绎的是自己的世界
1,Szeretlek .、W.
1,先腿粗的妹纸吼起
1,帅哥都跑古代了？
1,名字不重要。
1,张艺兴丶Miss You
1,爱生活爱精子
1,我很冷静@
1,乄         你是我的王妃	乄        我要霸占你的美
1,想得她心你先弄死我。
1,exo=唯我独尊=吴亦凡
1,爱你疼你抱你吻你已是过去
1,满城阳光不及他°
1,り爷拽的冇气质°
1,爱开腿的骚B @
1,流沙℡１个人为祂悲肠断
1,爱他，不解释。	爱她，不解释。
1,那个晴天°C  在爱你
1,这么为爱值得么つ
1,ジ姐丶很拽彡
1,I don't care.
1,疯人院里的疯人愿 //
1,男人不能惯、越惯越混蛋	女人不能宠、越宠越有种
1,你的眼睛很美不适合流泪
1,1996@
1,华晨宇！加油！
1,[我们太年轻，谈不起永远]
1,入我城、倾我心
1,Don't cry cry
1,拌面妆
1,(^_^)∠※鹿    晗
1,♚.　　　　  　救赎 °
1,爱生活爱本兮。
1,穿着校服逛酒吧º	背着书包闯天下º
